familly;filename;time;date;Syscall found;EnvVar found;Locale found;Resources found;Registry found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:
unknown;mirai500;213.27529668807983;2023-04-10 15:35:29;"{""rt_sigprocmask"": 1, ""rt_sigaction"": 2, ""socket"": 2, ""socketcall"": 5, ""connect"": 1, ""getsockname"": 1, ""close"": 1, ""brk"": 2, ""setsockopt"": 1}";{};{};{};{};;set();UNIX - System V;X86;134513000;134512640/134569087;False;;2084;10396;209;1003;0.0;9.0;False
