familly;filename;time;date;Syscall found;EnvVar found;Locale found;Resources found;Registry found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:
unknown;toy_noarg1;19.628397464752197;2023-04-10 13:46:40;"{""malloc"": 9, ""__libc_start_main"": 3, ""strlen"": 4, ""fopen"": 1, ""fseek"": 2, ""ftell"": 1, ""rewind"": 1, ""fread"": 1, ""printf"": 1, ""close"": 1, ""fclose"": 1, ""free"": 1}";{};{};{};{};;{'libc.so.6'};UNIX - System V;X86;134517184;134512640/134529095;False;;50;246;46;189;0.0;12.0;False
